index,col0,col1,col2,col3,color
33016,37448,3334,5218,28504,0
33017,18802,15439,1964,22017,3
33018,17136,23530,23804,3902,3
33019,37955,286,25569,27205,2
33020,30856,23306,20305,13421,2
33021,36269,14614,11778,39760,0
33022,3666,10847,28843,18971,1
33023,17479,24195,17666,22873,3
33024,21005,3642,6437,2583,2
33025,9932,1116,28968,36977,2
33026,36517,5807,27953,13734,4
33027,38394,5398,27471,25133,4
33028,11129,23382,6522,25957,0
33029,6911,10255,30468,2098,2
33030,34063,34031,7935,13583,1
33031,15700,38823,4382,2426,0
33032,24511,28727,29515,7420,4
33033,10844,4712,20839,13680,1
33034,24208,27713,38294,12626,3
33035,5631,9152,19009,31361,0
33036,29086,6474,31665,20504,2
33037,11120,19118,27033,25009,3
33038,27083,39713,2363,32183,4
33039,38099,11737,24948,17389,4
33040,26762,5028,18588,11309,2
33041,30614,7577,17738,6997,2
33042,34474,22338,16287,21436,4
33043,37558,12089,24209,29150,4
33044,36970,19816,36362,18999,4
33045,36209,32048,25035,17167,2
33046,4266,17120,5905,18319,4
33047,16687,13194,19950,14000,0
33048,18662,5744,29730,10436,3
33049,37757,7372,34156,8930,2
33050,37345,11112,2389,7102,0
33051,29855,8922,15609,1395,0
33052,23208,16712,13537,114,1
33053,19184,34813,16392,26698,0
33054,4857,6990,18831,7504,1
33055,4144,26554,11000,4815,4
33056,9207,25535,15352,33441,2
33057,767,9177,17382,6247,3
33058,27351,27739,20329,37933,0
33059,18323,20117,426,27142,2
33060,18270,17858,37257,6206,2
33061,6473,892,11729,23147,0
33062,21062,24683,1439,16446,4
33063,7246,15698,4475,2598,1
33064,9256,29101,32802,15572,3
33065,30225,32566,13465,9245,2
33066,27821,30691,8735,23211,3
33067,1249,17350,33308,34631,3
33068,12356,3760,9731,32519,1
33069,19317,14982,5292,12001,3
33070,34278,18185,33406,13806,2
33071,24317,1504,11571,38474,3
33072,19063,25303,18714,22799,2
33073,35947,1382,30202,14510,3
33074,22159,31541,14220,8276,4
33075,26292,35968,18882,10246,1
33076,22035,36502,37571,16276,3
33077,34065,20599,19069,8181,3
33078,31594,2197,10037,20622,4
33079,37332,5054,38400,28712,1
33080,37771,3507,21448,25972,4
33081,14295,36765,39505,30291,1
33082,10130,3197,31481,2674,0
33083,7297,30511,14984,5717,3
33084,23798,8475,37868,15401,3
33085,33678,33783,39467,12597,2
33086,8657,12355,37333,29315,2
33087,836,38028,15988,37501,0
33088,24450,33415,23800,404,3
33089,21841,19838,15718,14795,1
33090,24721,32318,21148,3007,0
33091,14184,37099,32767,21439,1
33092,13113,2688,2138,16448,1
33093,18774,28351,38494,2738,2
33094,13145,16500,7357,16253,0
33095,17402,10061,10647,35321,0
33096,32722,30207,15624,37277,3
33097,2245,14423,14223,22378,3
33098,11419,15776,24041,24901,3
33099,13180,30651,13295,16726,4
33100,12699,23536,6483,20782,0
33101,6635,22405,13520,17125,2
33102,8388,6988,24987,8636,0
33103,14355,34989,13462,25797,1
33104,24319,37463,33195,16278,2
33105,28329,14731,23948,32620,2
33106,30789,12540,35326,1187,4
33107,14477,21306,11308,35415,3
33108,280,38941,10568,6207,3
33109,24118,21967,8300,33293,4
33110,20408,22623,23037,18209,3
33111,16513,8980,1880,39213,1
33112,22110,21714,26962,24338,2
33113,7383,29762,29103,26320,1
33114,17399,6402,16701,2378,3
33115,18673,3074,30432,5202,1
33116,28170,22492,10044,31499,3
33117,17371,7448,33895,28029,4
33118,14644,21746,14178,14527,4
33119,6336,32867,28841,20099,2
33120,1053,13842,20823,12510,4
33121,15559,31657,31216,36541,0
33122,5333,37098,24577,23676,1
33123,20929,236,28829,9246,1
33124,37860,36229,14590,38937,1
33125,19693,34926,20610,7305,1
33126,11268,12565,5391,4608,2
33127,33005,26513,34191,30304,4
33128,36762,9191,35044,15237,0
33129,27312,39739,22773,1665,4
33130,19532,8960,21760,32026,4
33131,32066,26207,38791,18763,2
33132,29725,32768,23229,590,3
33133,10517,33712,27286,33859,4
33134,31243,24657,35761,29234,2
33135,36122,15157,37136,7838,3
33136,27655,25950,37068,11117,3
33137,824,30378,33491,37133,1
33138,10040,7371,2659,24399,3
33139,18108,26200,10528,15197,2
33140,30584,16700,8045,33873,0
33141,15686,4378,954,26317,2
33142,27096,30459,39633,10791,0
33143,27185,21401,3498,18414,3
33144,17504,18920,28228,3699,3
33145,25275,39152,43,11918,3
33146,36264,5543,12979,10046,0
33147,14797,36262,19328,7591,3
33148,16008,13933,22002,37052,1
33149,23356,22184,12770,16018,4
33150,23043,5157,3051,4473,0
33151,14169,24664,2481,26177,3
33152,3438,37333,28022,12812,0
33153,9496,7687,6826,39932,3
33154,15966,4147,6140,25447,0
33155,32766,37729,17492,34785,4
33156,2884,30027,7471,12657,4
33157,5075,17003,11888,31487,1
33158,10552,5169,1670,1237,4
33159,8626,766,15316,4013,2
33160,25470,15498,21650,35229,0
33161,32197,38406,38833,373,0
33162,9510,23379,3211,33715,2
33163,1402,3274,31437,17217,0
33164,38160,19676,22126,27659,1
33165,36908,37992,3127,20602,2
33166,19471,12291,36538,12029,0
33167,22653,18214,23937,13528,4
33168,31477,17952,7481,9779,0
33169,11975,33402,3238,11834,2
33170,36512,5892,23054,3896,1
33171,34265,38804,30194,27878,2
33172,15587,18689,18735,27155,1
33173,11531,33120,20692,15045,2
33174,19433,30072,18103,23853,1
33175,12810,13649,21229,15102,3
33176,38298,29805,7911,12430,2
33177,18267,1041,29450,21457,1
33178,18810,8137,37657,36346,4
33179,28275,4079,9548,28213,1
33180,270,37591,9323,14778,2
33181,38365,5353,28266,13630,4
33182,23352,34678,25462,1546,1
33183,16747,33296,38424,30800,2
33184,22555,32085,26628,16516,4
33185,23906,17984,29622,24793,4
33186,36007,36376,9716,3521,4
33187,6858,1092,5724,13870,0
33188,24280,15142,33532,39935,1
33189,14532,36311,6116,923,3
33190,6220,9743,33247,25566,3
33191,17582,1934,34853,14829,4
33192,28118,15037,26003,39995,3
33193,23499,26417,7041,4735,4
33194,5388,27190,9530,26903,1
33195,37141,30672,9040,37677,3
33196,8109,3160,25654,8509,2
33197,16077,5686,14190,7502,3
33198,2935,9253,35199,39038,4
33199,18839,4878,33395,21599,0
33200,23271,91,4452,7614,4
33201,35207,34935,9029,23772,3
33202,31915,34158,456,8291,4
33203,34708,16050,21130,33029,4
33204,19059,18225,5639,19815,0
33205,3627,1152,11009,6757,2
33206,7182,30439,26540,33597,4
33207,3584,10080,19927,1650,1
33208,21063,1766,957,4296,1
33209,21316,23737,9382,13808,3
33210,25643,4350,14412,38314,1
33211,12475,17605,18083,23299,4
33212,35634,9675,2448,14242,1
33213,13328,18966,19245,9340,0
33214,26474,28967,7264,28948,3
33215,37313,3728,12278,10759,2
33216,37318,12716,6538,34650,2
33217,24847,16193,6275,39421,1
33218,26838,21614,24071,30793,3
33219,27029,27795,24455,23004,0
33220,21852,18447,28561,22048,0
33221,21350,9871,20169,38165,4
33222,9541,16672,28643,36132,1
33223,30952,21963,30654,35994,2
33224,33288,23649,22721,38825,3
33225,1463,25354,6920,1788,4
33226,7985,21033,25745,27329,3
33227,24490,26214,13840,7580,0
33228,10197,20684,30700,651,4
33229,15500,29705,8652,18498,2
33230,32756,13936,12539,16586,0
33231,35725,4998,16330,23613,4
33232,38091,32716,29432,7378,4
33233,16854,31550,8866,22960,4
33234,4415,11717,8166,3909,4
33235,13544,36151,4352,13958,2
33236,22847,36515,17783,17428,2
33237,20489,10961,28720,34707,2
33238,25128,36235,34029,7129,2
33239,18660,16049,37109,8465,0
33240,20314,16796,11599,2444,4
33241,15202,7575,28174,18889,0
33242,33269,7374,9111,17795,1
33243,19265,27929,22159,15928,2
33244,28661,17930,29525,1604,3
33245,32699,9729,33354,1400,1
33246,25510,1630,16425,2093,1
33247,12336,12824,13331,27920,4
33248,667,6652,39647,24637,4
33249,28783,38161,1572,39442,1
33250,25477,11677,8863,9993,2
33251,11471,23632,31659,16131,4
33252,31746,37994,6108,35510,3
33253,20460,30467,39569,62,4
33254,39188,36693,3161,38905,3
33255,234,14344,33064,32492,3
33256,5394,27770,22564,20406,1
33257,33539,21248,31827,8981,2
33258,31578,35376,13940,14037,2
33259,15952,20720,28402,23505,2
33260,5987,26347,14710,39286,0
33261,2728,32220,13114,2915,1
33262,37914,37089,35014,13731,0
33263,36439,2410,38692,15059,1
33264,20953,8399,35384,24458,3
33265,19847,4560,10875,204,0
33266,900,23598,18295,34440,4
33267,17838,8149,24374,23955,0
33268,10665,22351,3037,33413,4
33269,36834,19481,17996,1003,1
33270,6600,24118,16429,20204,2
33271,7364,13114,30998,3767,2
33272,24370,12247,24516,4254,2
33273,14229,4477,2668,31410,0
33274,32775,38923,23858,35485,1
33275,10037,25572,18077,12030,0
33276,29154,18637,36607,3315,1
33277,7266,30604,15432,7669,4
33278,9558,11479,9960,29029,3
33279,39962,30300,33679,19825,0
33280,6074,13717,26252,39830,3
33281,5506,31079,16859,14065,4
33282,26874,39041,8281,13500,2
33283,15761,33854,36368,11986,3
33284,38959,9537,8738,37658,0
33285,6988,38286,25577,35653,4
33286,2750,32729,30177,4756,2
33287,7983,13039,25810,26545,0
33288,190,34963,37638,31210,2
33289,14188,9386,31322,31511,1
33290,25196,27137,11942,5528,1
33291,39003,17699,15498,3404,4
33292,11374,30845,27207,23460,4
33293,14239,31099,3930,5609,2
33294,26871,38363,37082,25305,3
33295,3267,588,18042,24463,2
33296,1425,22239,30749,20641,1
33297,4439,37384,13509,29917,3
33298,23409,37616,30971,38173,3
33299,18224,15979,12623,9465,1
33300,35731,9464,37053,10179,2
33301,5906,12976,3605,33801,1
33302,3153,3471,20857,20134,1
33303,17948,36526,32282,25367,3
33304,37123,30593,5769,9829,0
33305,9197,14198,1488,9689,4
33306,8446,20940,26382,27772,2
33307,21320,25611,17363,3481,0
33308,14941,6202,36772,27066,0
33309,24391,36456,21120,18958,4
33310,3432,18455,20268,13605,3
33311,28064,20019,32413,17898,1
33312,28430,16394,28367,2357,4
33313,31621,11125,34787,26511,0
33314,34645,4833,18595,21888,1
33315,34626,38425,8698,10056,4
33316,38781,3211,10698,4598,0
33317,28540,19763,26372,11662,3
33318,15182,34104,13929,4888,3
33319,15969,10530,30413,3775,3
33320,4852,24257,14058,39248,2
33321,18010,21382,14722,10741,1
33322,16924,35298,4361,2502,1
33323,10537,6527,25549,11342,3
33324,32943,31898,7988,38119,3
33325,16403,24240,17780,10145,1
33326,19032,24633,38083,2319,0
33327,32345,10829,8752,15850,2
33328,20995,37892,1380,2694,1
33329,20350,21609,12856,36949,3
33330,4919,18799,32200,30882,2
33331,933,8468,22251,21887,4
33332,23980,32635,8327,2782,4
33333,21761,462,12057,24940,4
33334,23609,39458,7441,9144,2
33335,24641,11738,12172,24661,2
33336,21508,14801,16593,12879,2
33337,38314,8494,25966,17008,1
33338,26897,479,16500,3197,1
33339,37473,4837,10080,33082,4
33340,23450,6532,8678,27948,0
33341,15103,25445,3687,938,0
33342,28490,17604,18661,21244,3
33343,38306,31714,11594,27883,0
33344,22767,17629,30908,32681,4
33345,21397,5512,5082,2936,2
33346,9075,25431,6319,28054,4
33347,20344,19264,31810,9534,1
33348,33837,32395,36145,33884,1
33349,36308,7473,16349,12548,2
33350,26875,1890,724,920,1
33351,17628,13549,24873,28853,3
33352,22746,19823,38533,17751,0
33353,38837,30694,3664,23495,4
33354,31311,20687,27611,1639,2
33355,16388,25983,28598,10437,2
33356,15841,12727,36150,2513,3
33357,13859,39382,24966,907,1
33358,3656,10892,12330,10630,3
33359,15597,35218,37529,32147,1
33360,11157,14591,37504,22943,1
33361,10557,32684,14456,10052,1
33362,27669,23257,33881,33608,2
33363,11003,19950,29054,21086,3
33364,3047,7241,25999,35755,0
33365,25057,20033,13067,20591,3
33366,37952,22983,3450,31618,3
33367,5247,29979,34500,30726,1
33368,18308,542,30936,26868,0
33369,17407,39838,2983,28629,0
33370,19091,14179,14534,11296,2
33371,39220,28098,9339,8301,4
33372,8141,29569,4048,18760,0
33373,4983,3479,12586,16479,3
33374,36904,3442,38642,4415,3
33375,37148,23110,15843,19631,0
33376,5463,18775,8531,21805,2
33377,29593,17535,18753,34852,3
33378,14389,25287,32271,19784,1
33379,8380,11032,18123,25047,3
33380,31184,28563,24425,10308,1
33381,18824,32209,29844,12615,4
33382,15131,27397,11039,6444,3
33383,27457,29307,17147,12807,1
33384,19116,38287,17877,8273,1
33385,32099,23702,11413,23577,0
33386,11412,3018,25233,10113,4
33387,33769,3192,7048,25359,3
33388,8239,39190,4746,33193,1
33389,30020,4854,8021,31510,2
33390,31204,10212,30508,17615,1
33391,37873,29584,30651,39871,1
33392,3555,5630,20470,38470,0
33393,36063,14899,15838,17696,0
33394,17172,11574,29326,13233,2
33395,9884,28028,6792,116,0
33396,19153,4666,11265,2814,3
33397,4722,39901,3534,19810,3
33398,5411,18725,3158,18222,3
33399,15843,19094,1271,24925,4
33400,9555,35470,31700,21423,4
33401,31815,37790,4947,34593,3
33402,10100,27915,3314,28146,0
33403,8130,29421,18414,19583,3
33404,3787,25041,22910,9009,1
33405,25426,12288,21567,15892,0
33406,21384,22594,9936,13181,2
33407,37548,39898,39281,16093,4
33408,16738,35289,29485,7168,1
33409,25983,15693,36890,4329,0
33410,28619,34792,8382,6625,1
33411,20898,4444,1349,24353,0
33412,21233,25630,2944,14792,2
33413,26236,3450,1161,11898,0
33414,14264,8403,25478,38983,2
33415,32083,16546,24444,38860,3
33416,37133,16936,12704,28257,4
33417,24662,289,7304,39810,2
33418,29960,27809,24751,13989,4
33419,23016,13497,30250,35153,3
33420,14785,32759,38402,4202,3
33421,22366,26796,23088,20706,3
33422,4389,32541,22210,16168,3
33423,20541,23426,1540,37062,3
33424,16593,3997,8018,28237,4
33425,19227,6011,25868,18122,2
33426,10495,5723,25022,5292,4
33427,39804,19900,30221,22964,1
33428,14030,22266,24325,28044,0
33429,31093,22029,5472,9977,3
33430,4018,9343,15625,5097,3
33431,3357,6044,9605,9081,1
33432,9438,8819,29453,28707,4
33433,24179,13165,35477,18810,3
33434,24940,3372,24848,24241,2
33435,2009,14070,25699,14908,2
33436,35608,5125,5868,39561,2
33437,6369,20779,12372,698,2
33438,20148,29836,24293,10802,2
33439,3588,26134,29146,14487,4
33440,19834,7531,10308,14090,3
33441,2295,32968,29111,16515,3
33442,21358,25666,35988,14783,2
33443,3143,32412,12338,7154,0
33444,19717,32991,3109,39230,1
33445,32650,39165,11815,24502,4
33446,39044,38328,34354,10273,2
33447,5211,25784,25973,33847,1
33448,35871,8598,22545,3363,2
33449,6345,1379,21404,33640,4
33450,39456,3540,38177,30239,4
33451,38454,33003,25133,36933,1
33452,9031,32107,19344,29834,3
33453,25811,23058,30312,39405,4
33454,19084,36032,2547,15876,4
33455,10816,22595,36932,18492,1
33456,14441,20814,31028,33199,4
33457,28888,16910,35336,32758,4
33458,29496,13105,10159,38950,2
33459,15995,10801,24485,34383,2
33460,16612,39461,5946,12008,1
33461,6263,27730,20882,10075,1
33462,5127,33919,17869,26227,3
33463,39593,34078,28771,6871,0
33464,15678,21169,10203,30734,2
33465,36382,3787,12578,759,3
33466,1121,31251,3431,3300,1
33467,12793,22579,11891,24997,3
33468,6048,20935,17546,1661,2
33469,26997,3055,26083,24426,4
33470,35155,38100,25565,19365,0
33471,31572,10326,28081,6845,2
33472,37408,10720,702,20278,1
33473,7688,22480,32727,751,0
33474,34965,31793,21625,31464,4
33475,37530,21851,16037,26079,0
33476,35100,8837,28155,7919,3
33477,12543,968,10210,39904,3
33478,28383,24190,29587,8388,4
33479,1225,7288,35985,36395,3
33480,31188,33493,34059,22855,0
33481,10588,30668,28226,4711,4
33482,917,2535,37022,24335,2
33483,1037,31379,39382,35346,1
33484,14345,34309,10984,25545,2
33485,14464,36650,24243,34169,2
33486,14784,35334,24890,13616,1
33487,9369,32258,34397,13604,2
33488,28632,11072,1024,8206,1
33489,27105,899,19244,21910,4
33490,34133,6979,16601,17581,0
33491,30993,10248,33870,23136,2
33492,21816,13179,24596,5244,0
33493,18482,11157,11466,16142,0
33494,1160,27772,2333,39313,4
33495,11918,27287,12968,22768,4
33496,1200,33057,3110,24187,3
33497,22404,12572,12262,19779,3
33498,13788,38319,16027,33113,2
33499,18337,11602,33581,24212,2
33500,8305,11830,39062,25332,2
33501,11578,10640,33882,35494,2
33502,6656,29897,23142,3941,3
33503,18925,14161,30924,25480,4
33504,30295,17958,24213,37147,3
33505,35149,39847,2462,25302,1
33506,20406,7069,7923,34461,2
33507,8158,7210,38281,10157,3
33508,6045,8331,19091,22209,2
33509,13908,4685,36733,7711,0
33510,5736,21315,22313,28484,1
33511,25597,35174,39051,25289,0
33512,15320,8526,36513,33767,0
33513,37673,31182,11479,34168,1
33514,2902,21000,11964,36940,0
33515,25862,20948,977,8427,4
33516,33903,19761,13894,12791,1
33517,36292,11513,14605,20785,1
33518,843,15396,15340,16171,3
33519,32034,22643,31686,24121,2
33520,3780,17673,31507,6123,3
33521,26125,13989,11041,12516,1
33522,476,31117,37473,34901,0
33523,38430,28902,35723,9893,1
33524,34161,19922,3191,16642,3
33525,32365,39629,4735,31749,1
33526,13723,26850,21810,31518,4
33527,21862,35275,8323,31739,2
33528,7869,22893,28782,8607,1
33529,12906,27962,8646,30760,3
33530,31843,10469,30375,13908,2
33531,35143,32993,6370,24,0
33532,37443,9954,38610,13152,4
33533,4413,29432,38519,39196,2
33534,12462,26086,26618,19776,3
33535,37887,11963,10078,18104,1
33536,20326,26991,12720,37892,3
33537,20219,18104,38327,30945,0
33538,31668,18952,33794,30534,1
33539,15010,33569,19312,16086,3
33540,7265,11252,38038,24765,0
33541,9492,25889,29731,17512,3
33542,33741,32997,31423,23998,3
33543,37621,39946,9661,26198,2
33544,21170,10500,36465,1588,1
33545,24930,2065,23852,4370,2
33546,33085,11529,28530,1049,0
33547,7775,29753,31100,18449,1
33548,16314,27990,28909,12340,4
33549,9651,12448,24239,36050,2
33550,8473,4022,23908,24484,3
33551,28455,34334,21446,37670,0
33552,39110,31258,29387,119,3
33553,24127,3749,33890,12300,1
33554,16538,31572,19430,7647,4
33555,16991,38224,25940,33007,2
33556,6259,11390,32241,18149,3
33557,10062,10559,34476,18344,0
33558,17768,10033,14762,33050,4
33559,18387,22714,15547,4180,3
33560,12282,4446,13734,39967,3
33561,38123,22539,11176,38800,3
33562,25925,6542,31678,893,4
33563,32788,8648,7986,27740,0
33564,4850,33426,9901,27517,1
33565,5448,10333,7999,28349,4
33566,14850,18484,23219,1458,1
33567,23505,38701,29438,39723,1
33568,10992,8095,2367,26781,4
33569,7332,9311,33900,27864,1
33570,18503,20312,15467,7167,0
33571,29824,10735,21719,4568,4
33572,34824,2499,26491,608,3
33573,30759,21068,18606,1918,0
33574,22243,14756,25813,19043,2
33575,17990,7065,17472,5428,2
33576,27505,28179,3731,28231,2
33577,11282,8733,32520,13811,0
33578,24520,33921,3192,6483,0
33579,4785,5263,36902,28491,1
33580,31036,20899,18507,19555,4
33581,31841,10982,30318,21525,4
33582,26628,392,24554,20784,1
33583,16151,28489,14741,15406,3
33584,410,4028,3551,21930,0
33585,8842,6077,19287,28839,0
33586,36816,22681,29514,16111,2
33587,13174,27489,21127,13093,3
33588,29567,11042,33015,16666,4
33589,24780,39329,31587,11066,2
33590,22758,13489,24411,1572,3
33591,26746,24801,32478,18586,0
33592,16892,17819,26152,25993,1
33593,27150,24315,25560,29692,4
33594,20176,29073,32691,32419,4
33595,22423,15304,27474,16652,3
33596,35276,27299,29500,22352,1
33597,20369,18727,11222,2416,0
33598,6608,31615,12757,28672,0
33599,5144,28452,38984,13048,4
33600,31557,5516,14861,35290,1
33601,33007,32803,8331,20787,4
33602,39704,34455,37354,27741,4
33603,31554,38152,10790,20728,2
33604,39323,3383,16597,38331,0
33605,30676,16322,34302,5093,2
33606,16104,39254,19481,20422,2
33607,35579,5992,4197,23453,0
33608,18888,11499,1267,25128,2
33609,8790,7606,21287,9722,0
33610,23737,38788,36981,38721,0
33611,27449,7670,3420,15273,2
33612,7313,29402,6631,6146,2
33613,14502,5372,36032,8644,2
33614,25846,28272,29762,7271,0
33615,1138,31316,25370,8817,3
33616,15407,10028,20600,32866,0
33617,39409,34762,23048,28382,2
33618,34600,7118,18835,38953,0
33619,31857,1452,8078,14983,3
33620,38849,9334,30343,10467,3
33621,23957,6151,20102,21223,0
33622,27870,29616,8118,24913,1
33623,9603,13773,5953,39658,4
33624,16866,34768,23943,25294,0
33625,15901,9318,35908,17928,1
33626,23254,17064,16136,32342,0
33627,8638,37955,24381,34252,1
33628,4339,35846,1556,7781,4
33629,2655,29790,32783,10,2
33630,3149,8776,9767,8212,2
33631,18877,21673,10907,22989,2
33632,17123,35128,39052,27522,3
33633,10344,20988,18028,12262,2
33634,30774,22108,978,35965,2
33635,8769,38754,35925,27336,3
33636,8333,13142,5837,14576,2
33637,18429,10368,22253,21748,1
33638,20839,16881,14898,17736,4
33639,14257,271,30665,6147,2
33640,31598,18586,31206,30546,0
33641,38566,17662,10331,2222,1
33642,29873,11845,15512,10261,1
33643,13714,25283,3292,17540,1
33644,35795,28493,35214,33926,3
33645,38010,17980,7124,6027,0
33646,13241,19320,7856,23039,4
33647,15015,4455,11174,5390,4
33648,18910,19252,32948,8122,0
33649,3995,7685,39735,30068,3
33650,4791,10374,32861,27216,4
33651,10163,26260,35868,25636,2
33652,35365,13296,35256,151,4
33653,19237,19444,2323,24250,1
33654,33437,5112,27894,11624,3
33655,644,35110,24543,22359,2
33656,29676,35489,19123,8209,0
33657,38445,26953,23061,14499,2
33658,28766,9462,11770,29107,1
33659,32667,27145,21500,27594,0
33660,19308,11439,16951,3568,4
33661,33512,15139,24075,27281,1
33662,1276,12018,27231,18330,1
33663,38299,38506,35149,15318,0
33664,12332,37553,35209,22107,2
33665,29224,3526,34663,678,3
33666,22020,38433,31140,15639,0
33667,6617,35946,14325,18468,3
33668,8459,24395,37189,36829,4
33669,26627,26547,25030,24573,0
33670,7932,28400,20416,6768,1
33671,27987,14525,34257,18030,4
33672,15053,15466,37079,21107,3
33673,26759,21960,32077,1691,4
33674,18813,17938,18053,31772,3
33675,1400,11617,26667,33996,0
33676,5073,19681,29353,19297,4
33677,26928,6914,2446,37317,2
33678,26909,23494,33618,23728,2
33679,22040,3321,19423,14281,0
33680,4806,19587,36436,14964,4
33681,17131,27685,2037,21926,2
33682,11627,22804,9882,30175,3
33683,27614,38311,25420,16591,4
33684,30722,32771,34810,15956,2
33685,39352,36174,5356,28883,4
33686,39159,35679,21924,18605,2
33687,12269,16893,38421,35654,4
33688,27372,4877,35170,17563,0
33689,6646,31051,30454,30332,2
33690,26402,5952,17438,21638,2
33691,2196,24103,39037,35444,3
33692,39261,32572,23141,5429,2
33693,31119,17830,18695,15417,3
33694,38979,13581,6090,9818,2
33695,22750,14427,31259,31460,0
33696,35144,37537,12353,898,4
33697,9740,22427,3392,12996,0
33698,28706,17439,24394,19567,1
33699,29650,35840,22088,7387,1
33700,36721,22462,6525,16056,2
33701,28267,19274,33079,18851,4
33702,24474,29540,34593,2490,4
33703,5848,14103,2050,32499,0
33704,28688,1806,1307,24945,2
33705,5785,2125,5783,27582,2
33706,10249,28177,37267,17010,1
33707,35834,39589,8332,27989,4
33708,18672,27363,27906,26363,1
33709,13523,3187,5307,11179,3
33710,17920,35636,35510,28452,3
33711,18068,22507,17730,23232,4
33712,10128,28699,12524,26595,3
33713,5609,16647,1605,33881,2
33714,32005,39568,20605,1491,1
33715,39187,15249,6199,39279,2
33716,39850,28418,4372,36274,3
33717,36976,20286,15475,8904,0
33718,6820,954,7110,10378,2
33719,11085,12366,429,28160,4
33720,12813,6893,28148,16079,2
33721,8537,28861,1249,2267,3
33722,10919,35787,1706,38717,4
33723,17012,21773,39397,16244,3
33724,23894,32633,11237,21521,3
33725,35890,22296,17952,14896,4
33726,14000,9413,25446,37339,2
33727,14440,30825,21991,36182,3
33728,38248,2885,30252,928,0
33729,38149,30774,10566,38376,3
33730,21551,30562,18928,25727,2
33731,38222,15763,32917,18251,0
33732,7754,3114,38876,11269,4
33733,23572,12994,8403,33347,4
33734,37889,33297,29248,6929,0
33735,3001,22220,817,21921,4
33736,16886,9087,21497,6008,1
33737,39489,6749,6231,32018,1
33738,23367,38855,3270,25400,3
33739,30354,807,17682,4059,0
33740,30021,17057,20161,8621,4
33741,16199,15085,35320,10299,0
33742,1180,13576,2669,34270,0
33743,9414,3064,31040,39493,1
33744,14066,15868,20477,36284,1
33745,32848,25677,23133,16283,4
33746,20737,9521,12634,3536,1
33747,2279,14788,25295,15673,3
33748,4052,8698,27577,30753,1
33749,8412,32892,19205,33927,2
33750,5863,17306,4668,567,4
33751,13185,30169,4320,18162,1
33752,15680,26131,30874,29083,1
33753,22649,10899,33315,539,3
33754,23750,13154,18903,11682,3
33755,3572,35301,21930,744,4
33756,39113,37136,32132,18037,1
33757,33263,19926,11818,16990,4
33758,14964,17849,15723,15562,4
33759,21073,28994,37875,20861,1
33760,31923,23521,30561,25544,3
33761,6395,25777,3525,779,2
33762,7257,2528,14221,37261,3
33763,34569,2856,20520,21548,4
33764,27662,6713,7666,23213,4
33765,24363,20844,12701,12333,2
33766,37118,341,809,16568,4
33767,32494,20518,7919,39432,4
33768,5095,25987,17827,13307,0
33769,33029,31436,19488,23062,4
33770,38895,37111,15968,1859,1
33771,11126,4267,21368,32617,3
33772,15869,28021,28248,26523,1
33773,10109,31491,16857,16077,3
33774,4303,8695,23437,6481,1
33775,13504,5624,3998,6557,3
33776,10562,24624,2002,10140,2
33777,27541,34766,27172,1213,1
33778,24232,1968,27159,24419,2
33779,35119,13560,18590,30668,1
33780,30666,27528,18850,11984,2
33781,36616,21532,34689,12571,1
33782,1910,39596,17660,16258,3
33783,38861,21441,21872,22478,2
33784,24462,34595,2133,16068,2
33785,11932,8054,24409,5671,2
33786,30647,19357,30319,10933,3
33787,18007,28104,12398,19516,4
33788,15240,34911,941,24015,1
33789,20356,19903,21768,21016,0
33790,14050,33253,13496,16743,3
33791,20033,28821,22146,22490,0
33792,37641,39258,1762,27953,2
33793,18946,12144,18129,14381,4
33794,37929,32435,11697,32490,3
33795,37279,32613,28051,23966,1
33796,19973,11691,31186,8964,0
33797,34385,39638,3022,5130,0
33798,31692,32146,18384,26057,0
33799,7892,26952,39290,7401,4
33800,2163,21826,39962,28211,3
33801,5537,1405,7370,16901,0
33802,3448,19434,9007,11863,3
33803,13335,23180,18706,30285,4
33804,18189,23364,9432,18545,4
33805,1732,22769,25318,39342,2
33806,8339,12410,28807,11159,3
33807,9748,27621,1796,5789,3
33808,11937,16008,11753,13135,3
33809,16462,19078,5622,35372,0
33810,22737,29389,31291,25971,3
33811,7421,34466,346,1842,1
33812,15947,157,19322,22839,0
33813,28360,1894,24550,36593,2
33814,19808,10893,28188,31099,2
33815,14932,14302,37197,5828,3
33816,27293,21481,36460,5433,2
33817,25198,15021,37001,34261,2
33818,32273,37720,27814,34811,3
33819,21021,32026,34783,32379,2
33820,21774,38438,19290,39606,4
33821,27692,26505,19166,30333,3
33822,7667,18272,13218,2166,1
33823,26662,39761,21803,2054,2
33824,28738,12867,35461,34598,0
33825,14244,29037,20402,6630,1
33826,34663,182,23508,16918,1
33827,11056,13456,22480,37914,2
33828,7484,3944,33809,15752,1
33829,14275,22615,6915,5546,2
33830,25704,14910,23095,31143,1
33831,15567,17540,34144,4478,0
33832,3229,854,34025,33642,0
33833,2797,14480,29410,1324,0
33834,34480,39876,33327,5019,1
33835,14692,161,34097,28074,3
33836,5519,34424,32017,31642,1
33837,5715,5032,9319,32274,2
33838,31957,15542,26009,3624,4
33839,10347,31775,20220,27026,1
33840,11532,34633,4519,33852,0
33841,29641,16020,22023,9072,0
33842,32139,31447,14620,11005,1
